filename, ad, age, alps_release, area, balancer, dbd, doi, effector, gender, publishing_name, roi
"Janelia-2184379363712041058-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_173_474_2184628416467173474_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_10E07_BB_21","Day 1-5","Lateral Horn 2019","Brain","CyO; TM6b","GMR_53C10_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH2448","WED-PN5"
"Janelia-2184379395869769826-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_969_698_2184629609666969698_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_17A04_BB_21","Day 1-5","Lateral Horn 2019","Brain","Homozygous","GMR_65D07_AV_01","10.7554/eLife.04577","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH2449","MB-C1"
"Janelia-2184379500286967906-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_670_818_2184637772432670818_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","BJD_110F03_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_55C09_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH2446","AD1d1"
"Janelia-2184379515503902818-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_853_986_2184636204882853986_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","BJD_110F03_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_55C09_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH2446","AD1d1"
"Janelia-2185885625012453474-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_609_954_2185917766991609954_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_21D06_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_37F05_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH258","PV2a1/b1"
"Janelia-2185885719161995362-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_606_946_2573073945997606946_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_70G02_XA_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_31D07_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH206","PV3f1"
"Janelia-2185901045320777826-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_080_932_2587048998544080932_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_16C09_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_94F11_AV_01","10.1101/404277","HAV5_X_0083","Female","LH563","PV2c1"
"Janelia-2186061899479646306-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_448_994_2201907511370448994_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_TH_BB_21","Day 1-5","Lateral Horn 2019","Brain","Homozygous","GMR_42H01_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH2454","PPL2ab-PN1"
"Janelia-2186061928307097698-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_087_714_2220042884655087714_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_84F07_XA_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_65C07_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH1479","AV4b3"
"Janelia-2186061957541396578-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_029_154_2186093106410029154_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_84F07_XA_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_65C07_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH1479","AV4b3"
"Janelia-2186061970581487714-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_717_282_2186093673194717282_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_41H07_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_53C10_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH1337","WED-PN5"
"Janelia-2186061989535547490-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_917_922_2201903735267917922_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_41H07_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_53C10_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH1337","WED-PN5"
"Janelia-2186061997097877602-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_838_818_2186097920279838818_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_29G05_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_37G11_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH989","PD2a1/b1"
"Janelia-2186062005608120418-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_261_602_2186099178554261602_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_29G05_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_37G11_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH989","PD2a1/b1"
"Janelia-2186062021311594594-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_444_898_2201904909962444898_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_30F11_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_48D05_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH1197","PV4a9"
"Janelia-2186062044585787490-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_700_066_2220036219855700066_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_30F11_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_48D05_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH1197","PV4a9"
"Janelia-2186062055922991202-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_209_058_2186097133575209058_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_11E08_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_28A10_XD_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH849","PV5b3"
"Janelia-2186062065309843554-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_449_762_2201914487198449762_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_11E08_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_28A10_XD_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH849","PV5b3"
"Janelia-2186062087183138914-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_896_226_2201905553502896226_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_86A05_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_65C07_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH1475","PV4a15"
"Janelia-2186062157186072674-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_430_884_2573160175892430884_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_13C04_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_79C09_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH509","PV4b3"
"Janelia-2197251499455676514-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_219_746_2197283511256219746_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_84F07_XA_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_37A11_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH979","PV4d3/d4"
"Janelia-2197251535988064354-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_309_322_2239774518304309322_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_84F07_XA_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_37A11_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH979","PV4d3/d4"
"Janelia-2197252078315765858-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_551_205_2334136163964551205_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_14B11_XA_21","Day 1-5","Lateral Horn 2019","Brain","(CyOTb; TM6B)","GMR_44G08_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH1129","AV6a1"
"Janelia-2197252254157766754-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_814_690_2197354788360814690_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_38D01_XA_21","Day 1-5","Lateral Horn 2019","Brain","TM6B","GMR_54G12_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH421","AV4c1/c2"
"Janelia-2197252335640510562-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_317_026_2197354600808317026_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_38D01_XA_21","Day 1-5","Lateral Horn 2019","Brain","TM6B","GMR_54G12_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH421","AV4c1/c2"
"Janelia-2199647564557451338-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_776_804_2587048257695776804_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_65H10_XA_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_46E11_XD_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH304","AD3b1"
"Janelia-2199647569083105354-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_066_724_2587048756734066724_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_22B12_XA_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_94F11_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH567","PV2c1"
"Janelia-2200883870054744138-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_066_698_2200935114551066698_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_17A04_BB_21","Day 1-5","Lateral Horn 2019","Brain","Homozygous","GMR_65D07_AV_01","10.7554/eLife.04577","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH2449","MB-C1"
"Janelia-2201647010749087818-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_207_656_2611457098164207656_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_38H06_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_50B07_AV_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS04160","null"
"Janelia-2201647024766451786-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_811_752_2611446762765811752_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_40F04_BB_21","Day 1-5","Descending Neurons 2018","Brain","TM6B","GMR_83B06_AV_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS04530","null"
"Janelia-2203988276216332362-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_541_834_2204027925047541834_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_38F08_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_52H12_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH1284","AD3b1"
"Janelia-2203988302422343754-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_565_322_2204017545600565322_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_38F08_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_52H12_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH1284","AD3b1"
"Janelia-2206339444556955746-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_823_522_2206377692494823522_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_65H10_XA_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_81E08_AV_01","10.7554/eLife.43079","hsPESTOPT_attP3_3stop1_X_0036","Female","LH528","PV5k1"
"Janelia-2206339533153239138-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_854_754_2206371444902854754_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_65H10_XA_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_81E08_AV_01","10.7554/eLife.43079","hsPESTOPT_attP3_3stop1_X_0036","Female","LH528","PV5k1"
"Janelia-2206339958216589410-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_530_914_2206377780042530914_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_70G02_XA_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_94F11_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH578","PV3f1"
"Janelia-2206356060237725794-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_051_300_2611453086887051300_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_19G08_BB_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_47F01_XD_01","10.1016/j.neuron.2017.03.010","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS04528","null"
"Janelia-2206700925093937250-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_386_404_2587048757971386404_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_12H12_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_92A07_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1740","AD1a1/f1"
"Janelia-2206700927358861410-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_243_492_2587048563972243492_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_16C09_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_85F05_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1727","PV5b3"
"Janelia-2209955756336218210-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_168_551_2646511147775168551_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_53D12_XA_21","Day 1-5","Descending Neurons 2018","Brain","CyOTb","BJD_104A09_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS04158","DNg14"
"Janelia-2209955767178494050-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_295_848_2646510775522295848_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_59F08_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_47H03_AV_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS04159","DNg29"
"Janelia-2209955778285011042-Brain-20x_nrs_jacs_jacsData_filestore_ditp_Alignment_382_824_2646534819659382824_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_59A06_XA_21","Day 1-5","Descending Neurons 2018","Brain","null","GMR_64B11_XD_01","10.7554/elife.34272","IVS-myr-FLAG_Syt-HA_3_0055","Female","SS04161","DNc01"
"Janelia-2210298364803678306-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_233_506_2210331751673233506_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_34C08_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_22C12_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH788","AV4a1"
"Janelia-2210298397473112162-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_491_682_2210328539335491682_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_34C08_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_22C12_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH788","AV4a1"
"Janelia-2214518368952647717-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_676_196_2586724838051676196_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_37E08_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_20G10_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH770","WED-PN1"
"Janelia-2214518375437041701-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_798_244_2587048963848798244_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_30A10_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_95F09_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1827","PV4b1/b2"
"Janelia-2214518383351693349-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_172_388_2587048756067172388_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_91F03_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_71D08_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1554","PV5b1"
"Janelia-2214518388145782821-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_488_868_2587048756570488868_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_44G08_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_81A04_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1614","AD1e1"
"Janelia-2214518390821748773-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_388_516_2587048788602388516_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_51H04_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_17B08_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH721","PV5c2"
"Janelia-2214518391501226021-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_508_388_2587048964209508388_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_49B08_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_65C07_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1477","PV4a15"
"Janelia-2214518395456454693-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_650_788_2587048964104650788_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_49B08_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_53D01_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1354","PV4a15"
"Janelia-2214518396760883237-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_722_212_2586724834188722212_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_48F03_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_37G11_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH990","PD2a1/b1"
"Janelia-2214518399424266277-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_453_476_2587048757627453476_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_93A02_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_44G08_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1139","AV6a1"
"Janelia-2214518403266248741-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_508_068_2587048564366508068_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_92D09_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_92A07_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1744","AD1a1/f1"
"Janelia-2214518403912171557-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_171_684_2587048964310171684_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_93A02_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_66B12_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1538","AD1b1/b2"
"Janelia-2214518405891883045-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_365_988_2587048964314365988_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_92D09_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_85F05_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1721","AD1a2"
"Janelia-2214518414641201189-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_640_676_2587048964406640676_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_94B04_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_55C09_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1396","AD1b1/b2"
"Janelia-2214518416981622821-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_271_140_2587048756436271140_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_30A10_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_10H02_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH629","AV2a1/a4"
"Janelia-2214518418202165285-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_157_412_2587048964029157412_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_94B04_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_38F08_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1000","AV6b1"
"Janelia-2214518420110573605-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_660_132_2586725318022660132_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_103E05_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_75C05_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1899","PV2d1"
"Janelia-2214518423801561125-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_474_404_2586725325228474404_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_66A08_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","BJD_100A07_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1940","WED-PN4"
"Janelia-2214518431422611493-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_041_316_2586725321571041316_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_22D02_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","BJD_123C08_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1989","AV1a1"
"Janelia-2214518440650080293-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_966_500_2586725318827966500_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_18B06_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","BJD_107D09_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1893","PV4a12/c2"
"Janelia-2214518449202266149-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_961_764_2586725325605961764_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_25G10_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","BJD_123C08_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1990","AV1a1"
"Janelia-2214518454323511333-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_152_612_2586724834608152612_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_76E07_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","BJD_123C08_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1983","AV1a1"
"Janelia-2216619376738566242-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_413_988_2586724834268413988_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_123E07_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","BJD_108E09_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH2051","AV7a1"
"Janelia-2216619384422531170-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_455_780_2586724834679455780_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_126A12_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_75C05_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH1925","PV2d1"
"Janelia-2216619384883904610-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_855_588_2586724935560855588_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","GMR_64B08_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","BJD_107G07_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH2185","PV6a3"
"Janelia-2216619385336889442-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_934_884_2586724834473934884_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_123E07_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","BJD_109H02_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH2001","AV7a1"
"Janelia-2216619385777291362-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_844_388_2586724834687844388_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_102A05_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","BJD_126G08_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH2033","PV12a1"
"Janelia-2219289889357168677-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_188_004_2586724833551188004_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_115B11_BB_21","Adult (unspecified)","Lateral Horn 2019","Brain","null","BJD_112A07_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH2087","AV2b1/b2"
"Janelia-2219289891043278885-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_135_972_2586724555540135972_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_111C09_BB_21","Adult (unspecified)","Lateral Horn 2019","Brain","null","BJD_122B11_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH2220","PV6c1"
"Janelia-2219289892200906789-Brain-20x_nrs_jacs_jacsData_filestore_rubing_Alignment_938_980_2586724834473938980_align_REG_JRC2018_FEMALE_20x_HR_8bitc_J18U_SG","BJD_100B03_BB_21","Adult (unspecified)","Lateral Horn 2019","Brain","null","BJD_129C12_AV_01","10.1101/404277","UAS_Chrimson_Venus_X_0070","Female","LH2170","PV4d1"
"Janelia-2220008000096043106-Brain-63x_nrs_jacs_jacsData_filestore_rubing_Alignment_599_714_2220046999791599714_align_Brains_63x_Aligned63xScale_8bitc_J18U_SG","GMR_16C09_BB_21","Day 1-5","Lateral Horn 2019","Brain","null","GMR_20G01_AV_01","10.7554/eLife.43079","IVS-myr-FLAG_Syt-HA_3_0055","Female","LH123","PV5a3"
