index	publishing_name	ad	dbd	gender	area	slide_code	objective	sampleId	tile	age	published_externally	effector	line	objectiveName	mounting_protocol	Reporter Code	JRC Genotype	label	filename	part_of	Template	comment
546	SS02662	GMR_28G03_BB_21	BJD_115E07_AV_01	Female	Brain	20141015_32_C1	20x	2149676628458864738	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02662	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02662_Brain_2016_20141015_32_C1_20x	20x-Brain-2149676628458864738	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141015_32_C1', age: 'Day 1-5'
548	SS02651	BJD_122G09_BB_21	BJD_104H05_AV_01	Female	Brain	20141015_32_F1	20x	2149676645965889634	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	BJD_SS02651	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02651_Brain_2016_20141015_32_F1_20x	20x-Brain-2149676645965889634	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141015_32_F1', age: 'Day 1-5'
550	SS02645	BJD_115E07_BB_21	BJD_104H05_AV_01	Female	Brain	20141015_32_G1	20x	2149676650667704418	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	BJD_SS02645	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02645_Brain_2016_20141015_32_G1_20x	20x-Brain-2149676650667704418	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141015_32_G1', age: 'Day 1-5'
552	SS02650	BJD_120A01_BB_21	BJD_103B09_AV_01	Female	Brain	20141015_31_H2	20x	2149676663581966434	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	BJD_SS02650	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02650_Brain_2016_20141015_31_H2_20x	20x-Brain-2149676663581966434	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141015_31_H2', age: 'Day 1-5'
554	SS02652	BJD_122G09_BB_21	BJD_115E07_AV_01	Female	Brain	20141015_32_J1	20x	2149676666895466594	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	BJD_SS02652	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02652_Brain_2016_20141015_32_J1_20x	20x-Brain-2149676666895466594	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141015_32_J1', age: 'Day 1-5'
555	SS02638	BJD_101F07_BB_21	BJD_107F03_AV_01	Female	Brain	20141015_31_I1	20x	2149676667428143202	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	BJD_SS02638	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02638_Brain_2016_20141015_31_I1_20x	20x-Brain-2149676667428143202	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141015_31_I1', age: 'Day 1-5'
558	SS02681	BJD_108C01_BB_21	GMR_72C08_AV_01	Female	Brain	20141021_31_B3	20x	2259780153515180069	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02681	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02681_Brain_2016_20141021_31_B3_20x	20x-Brain-2259780153515180069	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141021_31_B3', age: 'Day 1-5'
560	SS02665	GMR_35D04_BB_21	BJD_116B03_AV_01	Female	Brain	20141021_31_E2	20x	2259780179775717413	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02665	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02665_Brain_2016_20141021_31_E2_20x	20x-Brain-2259780179775717413	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141021_31_E2', age: 'Day 1-5'
562	SS02666	GMR_35D04_BB_21	BJD_121G11_AV_01	Female	Brain	20141021_31_G2	20x	2259780201644818469	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02666	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02666_Brain_2016_20141021_31_G2_20x	20x-Brain-2259780201644818469	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141021_31_G2', age: 'Day 1-5'
564	SS02664	GMR_35D04_BB_21	BJD_108D10_AV_01	Female	Brain	20141021_31_H2	20x	2259780211669205029	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02664	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02664_Brain_2016_20141021_31_H2_20x	20x-Brain-2259780211669205029	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141021_31_H2', age: 'Day 1-5'
566	SS02663	GMR_35D04_BB_21	BJD_108C01_AV_01	Female	Brain	20141021_31_J2	20x	2259780249317277733	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02663	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02663_Brain_2016_20141021_31_J2_20x	20x-Brain-2259780249317277733	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141021_31_J2', age: 'Day 1-5'
568	SS02445	BJD_116F04_BB_21	GMR_85H06_AV_01	Female	Brain	20141126_32_D1	20x	2080822626355249250	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02445	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02445_Brain_2016_20141126_32_D1_20x	20x-Brain-2080822626355249250	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20141126_32_D1', age: 'Day 1-5'
742	SS00343	GMR_17A04_BB_04	GMR_35B06_XD_01	Female	Brain	20160323_19_A1	20x	2256157992766406754	brain	Adult	1	UAS_Chrimson_Venus_X_0070	GMR_SS00343	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS00343_Brain_2016_20160323_19_A1_20x	20x-Brain-2256157992766406754	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20160323_19_A1', age: 'Adult'
743	SS03822	BJD_121E12_BB_21	GMR_91B01_AV_01	Female	Brain	20160323_19_B2	20x	2260173451484463141	brain	Adult	1	UAS_Chrimson_Venus_X_0070	JRC_SS03822	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS03822_Brain_2016_20160323_19_B2_20x	20x-Brain-2260173451484463141	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20160323_19_B2', age: 'Adult'
0	OL0010B	GMR_92B11_XA_21	GMR_82D11_XD_01	Female	Brain	20130702_31_G3	63x	1903200775748714594	left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_OL0010B	Plan-Apochromat 63x/1.4 Oil DIC M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_OL0010B_Brain_2016_20130702_31_G3_63x	63x-Brain-1903200775748714594	female organism|adult brain	JRC2018Unisex_c	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.4 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130702_31_G3', age: 'Day 1-5'
1	OL0015B	GMR_22H02_XA_21	GMR_20G06_XD_01	Female	Brain	20130702_31_H1	63x	1903200780257591394	left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_OL0015B	Plan-Apochromat 63x/1.4 Oil DIC M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_OL0015B_Brain_2016_20130702_31_H1_63x	63x-Brain-1903200780257591394	female organism|adult brain	JRC2018Unisex_c	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.4 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130702_31_H1', age: 'Day 1-5'
2	OL0015B	GMR_22H02_XA_21	GMR_20G06_XD_01	Female	Brain	20130702_31_H3	63x	1903200785143955554	left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_OL0015B	Plan-Apochromat 63x/1.4 Oil DIC M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_OL0015B_Brain_2016_20130702_31_H3_63x	63x-Brain-1903200785143955554	female organism|adult brain	JRC2018Unisex_c	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.4 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130702_31_H3', age: 'Day 1-5'
3	OL0019B	GMR_35D04_XA_21	GMR_22D06_AV_01	Female	Brain	20130815_31_J2	63x	1917703688072200199	left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_OL0019B	Plan-Apochromat 63x/1.4 Oil DIC M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_OL0019B_Brain_2016_20130815_31_J2_63x	63x-Brain-1917703688072200199	female organism|adult brain	JRC2018Unisex_c	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.4 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130815_31_J2', age: 'Day 1-5'
4	SS00315	GMR_47H03_XA_21	GMR_72E01_XD_01	Female	Brain	20130823_31_I1	63x	1919113395999604834	left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS00315	Plan-Apochromat 63x/1.4 Oil DIC M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS00315_Brain_2016_20130823_31_I1_63x	63x-Brain-1919113395999604834	female organism|adult brain	JRC2018Unisex_c	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.4 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20130823_31_I1', age: 'Day 1-5'
5	OL0070B	GMR_91B01_XA_21	GMR_22A07_XD_01	Female	Brain	20131210_31_C2	63x	1958765481812820066	left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_OL0070B	Plan-Apochromat 63x/1.40 Oil DIC M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_OL0070B_Brain_2016_20131210_31_C2_63x	63x-Brain-1958765481812820066	female organism|adult brain	JRC2018Unisex_c	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.40 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20131210_31_C2', age: 'Day 1-5'
6	OL0070B	GMR_91B01_XA_21	GMR_22A07_XD_01	Female	Brain	20131210_31_C4	63x	1958765496488689762	left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_OL0070B	Plan-Apochromat 63x/1.40 Oil DIC M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_OL0070B_Brain_2016_20131210_31_C4_63x	63x-Brain-1958765496488689762	female organism|adult brain	JRC2018Unisex_c	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.40 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20131210_31_C4', age: 'Day 1-5'
7	OL0019B	GMR_35D04_XA_21	GMR_22D06_AV_01	Female	Brain	20131210_31_F2	63x	1958765561936609378	left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_OL0019B	Plan-Apochromat 63x/1.40 Oil DIC M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_OL0019B_Brain_2016_20131210_31_F2_63x	63x-Brain-1958765561936609378	female organism|adult brain	JRC2018Unisex_c	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.40 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20131210_31_F2', age: 'Day 1-5'
8	OL0027B	GMR_14A11_XA_21	GMR_50C10_XD_01	Female	Brain	20131210_31_G2	63x	1958765584397107298	left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_OL0027B	Plan-Apochromat 63x/1.40 Oil DIC M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_OL0027B_Brain_2016_20131210_31_G2_63x	63x-Brain-1958765584397107298	female organism|adult brain	JRC2018Unisex_c	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.40 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20131210_31_G2', age: 'Day 1-5'
9	SS00941	GMR_47E07_BB_04	GMR_35D04_XD_01	Female	Brain	20131211_31_A3	63x	1958765671181451362	left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS00941	Plan-Apochromat 63x/1.40 Oil DIC M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS00941_Brain_2016_20131211_31_A3_63x	63x-Brain-1958765671181451362	female organism|adult brain	JRC2018Unisex_c	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.40 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20131211_31_A3', age: 'Day 1-5'
10	SS00343	GMR_17A04_BB_04	GMR_35B06_XD_01	Female	Brain	20131211_31_J1	63x	1958765866086563938	left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS00343	Plan-Apochromat 63x/1.40 Oil DIC M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS00343_Brain_2016_20131211_31_J1_63x	63x-Brain-1958765866086563938	female organism|adult brain	JRC2018Unisex_c	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.40 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20131211_31_J1', age: 'Day 1-5'
11	SS00343	GMR_17A04_BB_04	GMR_35B06_XD_01	Female	Brain	20131211_31_J2	63x	1958765873581785186	left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_SS00343	Plan-Apochromat 63x/1.40 Oil DIC M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_SS00343_Brain_2016_20131211_31_J2_63x	63x-Brain-1958765873581785186	female organism|adult brain	JRC2018Unisex_c	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.40 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20131211_31_J2', age: 'Day 1-5'
12	OL0001B	GMR_64G10_XA_21	GMR_35B06_XD_01	Female	Brain	20131227_31_F3	63x	1971521836864766050	left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_OL0001B	Plan-Apochromat 63x/1.40 Oil DIC M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_OL0001B_Brain_2016_20131227_31_F3_63x	63x-Brain-1971521836864766050	female organism|adult brain	JRC2018Unisex_c	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.40 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20131227_31_F3', age: 'Day 1-5'
13	OL0008B	GMR_35D04_XA_21	GMR_55F01_XD_01	Female	Brain	20131227_31_G3	63x	1965225978783334407	left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_OL0008B	Plan-Apochromat 63x/1.40 Oil DIC M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_OL0008B_Brain_2016_20131227_31_G3_63x	63x-Brain-1965225978783334407	female organism|adult brain	JRC2018Unisex_c	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.40 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20131227_31_G3', age: 'Day 1-5'
14	OL0042B	GMR_26A03_XA_21	GMR_24A02_XD_01	Female	Brain	20140121_32_F3	63x	1971522337262010466	left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_OL0042B	Plan-Apochromat 63x/1.4 Oil DIC M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_OL0042B_Brain_2016_20140121_32_F3_63x	63x-Brain-1971522337262010466	female organism|adult brain	JRC2018Unisex_c	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.4 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140121_32_F3', age: 'Day 1-5'
15	OL0044B	GMR_55C04_XA_21	GMR_85F11_XD_01	Female	Brain	20140121_32_H1	63x	1971522347873599586	left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral	Day 1-5	1	IVS-myr-FLAG_Syt-HA_3_0055	GMR_OL0044B	Plan-Apochromat 63x/1.4 Oil DIC M27	DPX PBS Mounting	IVS-myr-FLAG_Syt-HA_3_0055	w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1	JRC_OL0044B_Brain_2016_20140121_32_H1_63x	63x-Brain-1971522347873599586	female organism|adult brain	JRC2018Unisex_c	tile(s): 'left_dorsal, left_optic_lobe, right_dorsal, right_optic_lobe, ventral', effector genotype: 'w;;pJFRC225-5XUAS-IVS-myr::smFLAG in VK00005, pJFRC51-3XUAS-IVS-Syt::smHA in su(Hw)attP1', objective: 'Plan-Apochromat 63x/1.4 Oil DIC M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140121_32_H1', age: 'Day 1-5'
