index	publishing_name	ad	dbd	gender	area	slide_code	objective	sampleId	tile	age	published_externally	effector	line	objectiveName	mounting_protocol	Reporter Code	JRC Genotype	label	filename	part_of	Template	comment
492	OL0081B	GMR_47E07_XA_21	GMR_41C07_XD_01	Female	Brain	20140613_31_E3	20x	2021466568596127842	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0081B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0081B_Brain_2016_20140613_31_E3_20x	20x-Brain-2021466568596127842	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140613_31_E3', age: 'Day 1-5'
495	OL0017B	GMR_82D11_XA_21	GMR_54A05_XD_01	Female	Brain	20140612_31_D2	20x	2021466531883384930	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0017B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0017B_Brain_2016_20140612_31_D2_20x	20x-Brain-2021466531883384930	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140612_31_D2', age: 'Day 1-5'
497	OL0011B	GMR_82D11_XA_21	GMR_92B11_XD_01	Female	Brain	20140612_32_A2	20x	2021466543874900066	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0011B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0011B_Brain_2016_20140612_32_A2_20x	20x-Brain-2021466543874900066	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140612_32_A2', age: 'Day 1-5'
499	OL0087B	GMR_82D11_XA_21	GMR_41C07_XD_01	Female	Brain	20140613_31_F2	20x	2021466569904750690	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0087B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0087B_Brain_2016_20140613_31_F2_20x	20x-Brain-2021466569904750690	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140613_31_F2', age: 'Day 1-5'
501	OL0021B	GMR_35D04_XA_21	GMR_82D11_XD_01	Female	Brain	20140611_31_E2	20x	2259780021839200293	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0021B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0021B_Brain_2016_20140611_31_E2_20x	20x-Brain-2259780021839200293	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140611_31_E2', age: 'Day 1-5'
502	OL0046B	GMR_26A03_XA_21	GMR_54A05_XD_01	Female	Brain	20140612_31_F1	20x	2021466534026674274	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0046B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0046B_Brain_2016_20140612_31_F1_20x	20x-Brain-2021466534026674274	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140612_31_F1', age: 'Day 1-5'
505	OL0022B	GMR_35D04_XA_21	GMR_91B01_XD_01	Female	Brain	20140611_31_F1	20x	2259780025836372005	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0022B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0022B_Brain_2016_20140611_31_F1_20x	20x-Brain-2259780025836372005	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140611_31_F1', age: 'Day 1-5'
507	OL0092C	GMR_92B02_BB_04	GMR_38E08_XD_01	Female	Brain	20140612_31_G2	20x	2021466536492925026	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0092C	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0092C_Brain_2016_20140612_31_G2_20x	20x-Brain-2021466536492925026	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140612_31_G2', age: 'Day 1-5'
509	OL0023B	GMR_72C08_XA_21	GMR_50D07_XD_01	Female	Brain	20140611_31_G2	20x	2259780036422795301	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0023B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0023B_Brain_2016_20140611_31_G2_20x	20x-Brain-2259780036422795301	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140611_31_G2', age: 'Day 1-5'
511	OL0071B	GMR_91B01_XA_21	GMR_41C07_XD_01	Female	Brain	20140613_31_I1	20x	2021466574824669282	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0071B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0071B_Brain_2016_20140613_31_I1_20x	20x-Brain-2021466574824669282	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140613_31_I1', age: 'Day 1-5'
513	OL0007B	GMR_35D04_XA_21	GMR_65B05_XD_01	Female	Brain	20140612_31_I1	20x	2021466539995168866	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0007B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0007B_Brain_2016_20140612_31_I1_20x	20x-Brain-2021466539995168866	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140612_31_I1', age: 'Day 1-5'
515	OL0077B	GMR_92B02_XA_21	GMR_41C07_XD_01	Female	Brain	20140613_31_J2	20x	2021466577353834594	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0077B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0077B_Brain_2016_20140613_31_J2_20x	20x-Brain-2021466577353834594	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140613_31_J2', age: 'Day 1-5'
517	OL0008B	GMR_35D04_XA_21	GMR_55F01_XD_01	Female	Brain	20140612_31_J1	20x	2021466541656113250	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0008B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0008B_Brain_2016_20140612_31_J1_20x	20x-Brain-2021466541656113250	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140612_31_J1', age: 'Day 1-5'
518	OL0044B	GMR_55C04_XA_21	GMR_85F11_XD_01	Female	Brain	20140612_32_F1	20x	2021466552771018850	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0044B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0044B_Brain_2016_20140612_32_F1_20x	20x-Brain-2021466552771018850	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140612_32_F1', age: 'Day 1-5'
521	OL0218B	GMR_47E07_BB_21	BJD_114D10_AV_01	Female	Brain	20140620_31_D4	20x	2021466583804674146	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0218B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0218B_Brain_2016_20140620_31_D4_20x	20x-Brain-2021466583804674146	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140620_31_D4', age: 'Day 1-5'
523	OL0045B	GMR_55C04_XA_21	GMR_41C05_XD_01	Female	Brain	20140612_32_G4	20x	2021466556076130402	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0045B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0045B_Brain_2016_20140612_32_G4_20x	20x-Brain-2021466556076130402	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140612_32_G4', age: 'Day 1-5'
525	OL0001B	GMR_64G10_XA_21	GMR_35B06_XD_01	Female	Brain	20140612_32_I1	20x	2021466558169088098	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0001B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0001B_Brain_2016_20140612_32_I1_20x	20x-Brain-2021466558169088098	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140612_32_I1', age: 'Day 1-5'
527	OL0202B	GMR_42E06_BB_21	BJD_104B01_AV_01	Female	Brain	20140620_31_I2	20x	2021466590523949154	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0202B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0202B_Brain_2016_20140620_31_I2_20x	20x-Brain-2021466590523949154	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140620_31_I2', age: 'Day 1-5'
528	SS00940	GMR_35D04_XA_21	GMR_22A07_XD_01	Female	Brain	20140611_31_B2	20x	2259780060309356581	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS00940	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS00940_Brain_2016_20140611_31_B2_20x	20x-Brain-2259780060309356581	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140611_31_B2', age: 'Day 1-5'
530	SS00937	GMR_22A07_XA_21	GMR_35D04_XD_01	Female	Brain	20140611_31_C2	20x	2259780063639633957	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS00937	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS00937_Brain_2016_20140611_31_C2_20x	20x-Brain-2259780063639633957	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140611_31_C2', age: 'Day 1-5'
532	SS00938	GMR_35D04_XA_21	GMR_71E06_XD_01	Female	Brain	20140611_31_H1	20x	2259780070212108325	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS00938	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS00938_Brain_2016_20140611_31_H1_20x	20x-Brain-2259780070212108325	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140611_31_H1', age: 'Day 1-5'
534	SS00941	GMR_47E07_BB_04	GMR_35D04_XD_01	Female	Brain	20140611_31_I1	20x	2259780079385051173	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS00941	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS00941_Brain_2016_20140611_31_I1_20x	20x-Brain-2259780079385051173	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140611_31_I1', age: 'Day 1-5'
536	SS00942	GMR_47E07_XA_21	GMR_35D04_XD_01	Female	Brain	20140611_31_J2	20x	2259780094073503781	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS00942	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS00942_Brain_2016_20140611_31_J2_20x	20x-Brain-2259780094073503781	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140611_31_J2', age: 'Day 1-5'
538	OL0029B	GMR_64G09_XA_21	GMR_37H04_XD_01	Female	Brain	20140619_31_F1	20x	2022140513733312610	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0029B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0029B_Brain_2016_20140619_31_F1_20x	20x-Brain-2022140513733312610	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140619_31_F1', age: 'Day 1-5'
540	OL0048B	GMR_19G02_XA_21	GMR_75G12_XD_01	Female	Brain	20140619_31_J1	20x	2022140522755260514	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0048B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0048B_Brain_2016_20140619_31_J1_20x	20x-Brain-2022140522755260514	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140619_31_J1', age: 'Day 1-5'
542	OL0203B	GMR_42E06_BB_21	BJD_113D05_AV_01	Female	Brain	20140620_32_B4	20x	2024138455012868194	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0203B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0203B_Brain_2016_20140620_32_B4_20x	20x-Brain-2024138455012868194	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140620_32_B4', age: 'Day 1-5'
544	OL0070B	GMR_91B01_XA_21	GMR_22A07_XD_01	Female	Brain	20140620_32_I3	20x	2024138478400307298	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_OL0070B	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_OL0070B_Brain_2016_20140620_32_I3_20x	20x-Brain-2024138478400307298	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20140620_32_I3', age: 'Day 1-5'
