index	publishing_name	ad	dbd	gender	area	slide_code	objective	sampleId	tile	age	published_externally	effector	line	objectiveName	mounting_protocol	Reporter Code	JRC Genotype	label	filename	part_of	Template	comment
19	SS47356	BJD_101F10_BB_21	BJD_105B02_AV_01	Female	Brain	20171206_35_E3	20x	2488158089967042658	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS47356	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS47356_Brain_2018_20171206_35_E3_20x	20x-Brain-2488158089967042658	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20171206_35_E3', age: 'Day 1-5'
21	SS46525	BJD_116C06_BB_21	BJD_125B02_AV_01	Female	Brain	20180109_31_C4	20x	2493957424612900962	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS46525	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS46525_Brain_2018_20180109_31_C4_20x	20x-Brain-2493957424612900962	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180109_31_C4', age: 'Day 1-5'
23	SS47406	BJD_115B11_BB_21	BJD_110C07_AV_01	Female	Brain	20180109_32_C3	20x	2493957990516785250	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS47406	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS47406_Brain_2018_20180109_32_C3_20x	20x-Brain-2493957990516785250	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180109_32_C3', age: 'Day 1-5'
25	SS47432	BJD_128B05_BB_21	BJD_110C07_AV_01	Female	Brain	20180109_32_F1	20x	2493957991368228962	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS47432	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS47432_Brain_2018_20180109_32_F1_20x	20x-Brain-2493957991368228962	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180109_32_F1', age: 'Day 1-5'
27	SS52628	GMR_22G07_BB_57	BJD_109C02_AV_01	Female	Brain	20180209_42_B3	20x	2508837413095211106	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS52628	Plan-Apochromat 20x/0.8	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS52628_Brain_2018_20180209_42_B3_20x	20x-Brain-2508837413095211106	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20180209_42_B3', age: 'Day 1-5'
29	SS02195	BJD_100A02_BB_21	GMR_47A08_XD_01	Female	Brain	20180222_34_A1	20x	2509158785600192610	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02195	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02195_Brain_2018_20180222_34_A1_20x	20x-Brain-2509158785600192610	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_34_A1', age: 'Day 1-5'
31	SS02195	BJD_100A02_BB_21	GMR_47A08_XD_01	Female	Brain	20180222_34_A4	20x	2509158785793130594	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02195	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02195_Brain_2018_20180222_34_A4_20x	20x-Brain-2509158785793130594	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_34_A4', age: 'Day 1-5'
33	SS02215	BJD_112D01_BB_21	GMR_13D09_XD_01	Female	Brain	20180222_34_B2	20x	2509158786011234402	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02215	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02215_Brain_2018_20180222_34_B2_20x	20x-Brain-2509158786011234402	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_34_B2', age: 'Day 1-5'
35	SS02303	GMR_65B12_XA_21	GMR_15E12_AV_01	Female	Brain	20180222_34_C2	20x	2509158786355167330	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02303	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02303_Brain_2018_20180222_34_C2_20x	20x-Brain-2509158786355167330	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_34_C2', age: 'Day 1-5'
37	SS02718	BJD_103D04_BB_21	GMR_83D12_AV_01	Female	Brain	20180222_34_F4	20x	2509158787206611042	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02718	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02718_Brain_2018_20180222_34_F4_20x	20x-Brain-2509158787206611042	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_34_F4', age: 'Day 1-5'
39	SS02254	GMR_15E01_XA_21	BJD_103H04_AV_01	Female	Brain	20180222_33_A3	20x	2509444913368662114	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02254	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02254_Brain_2018_20180222_33_A3_20x	20x-Brain-2509444913368662114	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_33_A3', age: 'Day 1-5'
41	SS02191	BJD_100A02_BB_21	BJD_108B12_AV_01	Female	Brain	20180222_33_B1	20x	2509444913578377314	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02191	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02191_Brain_2018_20180222_33_B1_20x	20x-Brain-2509444913578377314	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_33_B1', age: 'Day 1-5'
43	SS02255	GMR_16D01_XA_21	BJD_103H04_AV_01	Female	Brain	20180222_33_C1	20x	2509444913918115938	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02255	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02255_Brain_2018_20180222_33_C1_20x	20x-Brain-2509444913918115938	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_33_C1', age: 'Day 1-5'
45	SS02239	BJD_124F11_BB_21	BJD_109D03_AV_01	Female	Brain	20180222_33_D1	20x	2509444914253660258	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02239	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02239_Brain_2018_20180222_33_D1_20x	20x-Brain-2509444914253660258	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_33_D1', age: 'Day 1-5'
47	SS02270	GMR_30G06_XA_21	GMR_27A10_XD_01	Female	Brain	20180222_33_F4	20x	2509444915134464098	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02270	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02270_Brain_2018_20180222_33_F4_20x	20x-Brain-2509444915134464098	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_33_F4', age: 'Day 1-5'
49	SS02293	GMR_41G11_XA_21	BJD_106E02_AV_01	Female	Brain	20180222_33_G2	20x	2509444915365150818	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02293	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02293_Brain_2018_20180222_33_G2_20x	20x-Brain-2509444915365150818	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180222_33_G2', age: 'Day 1-5'
51	SS46512	BJD_105D12_BB_21	BJD_101D06_AV_01	Female	Brain	20180314_32_A1	20x	2515634824861974626	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS46512	Plan-Apochromat 20x/0.8	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS46512_Brain_2018_20180314_32_A1_20x	20x-Brain-2515634824861974626	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_32_A1', age: 'Day 1-5'
53	SS46517	BJD_111A03_BB_21	BJD_105H12_AV_01	Female	Brain	20180314_32_B1	20x	2515634825184936034	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS46517	Plan-Apochromat 20x/0.8	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS46517_Brain_2018_20180314_32_B1_20x	20x-Brain-2515634825184936034	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_32_B1', age: 'Day 1-5'
55	SS46528	BJD_118C01_BB_21	BJD_105D12_AV_01	Female	Brain	20180314_32_C1	20x	2515634825507897442	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS46528	Plan-Apochromat 20x/0.8	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS46528_Brain_2018_20180314_32_C1_20x	20x-Brain-2515634825507897442	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_32_C1', age: 'Day 1-5'
57	SS50517	GMR_48H02_BB_21	BJD_123E11_AV_01	Female	Brain	20180314_32_D3	20x	2515634825960882274	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS50517	Plan-Apochromat 20x/0.8	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS50517_Brain_2018_20180314_32_D3_20x	20x-Brain-2515634825960882274	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_32_D3', age: 'Day 1-5'
59	SS50477	BJD_123E11_BB_21	BJD_107B07_AV_01	Female	Brain	20180314_32_G3	20x	2515634826938155106	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS50477	Plan-Apochromat 20x/0.8	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS50477_Brain_2018_20180314_32_G3_20x	20x-Brain-2515634826938155106	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_32_G3', age: 'Day 1-5'
61	SS52257	BJD_121E12_BB_21	GMR_24A02_AV_01	Female	Brain	20180309_46_A1	20x	2515709442272526434	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS52257	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS52257_Brain_2018_20180309_46_A1_20x	20x-Brain-2515709442272526434	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180309_46_A1', age: 'Day 1-5'
63	SS50447	BJD_119G09_BB_21	BJD_100D11_AV_01	Female	Brain	20180314_33_A3	20x	2515959149255196770	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS50447	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS50447_Brain_2018_20180314_33_A3_20x	20x-Brain-2515959149255196770	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_33_A3', age: 'Day 1-5'
65	SS50487	GMR_25B07_BB_21	BJD_120D05_AV_01	Female	Brain	20180314_33_B3	20x	2515959149632684130	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS50487	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS50487_Brain_2018_20180314_33_B3_20x	20x-Brain-2515959149632684130	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_33_B3', age: 'Day 1-5'
67	SS50420	BJD_107B07_BB_21	GMR_48H02_AV_01	Female	Brain	20180314_33_D1	20x	2515959150119223394	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS50420	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS50420_Brain_2018_20180314_33_D1_20x	20x-Brain-2515959150119223394	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_33_D1', age: 'Day 1-5'
69	SS52244	BJD_111B06_BB_21	GMR_48A11_AV_01	Female	Brain	20180314_33_E2	20x	2515959150442184802	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS52244	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS52244_Brain_2018_20180314_33_E2_20x	20x-Brain-2515959150442184802	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_33_E2', age: 'Day 1-5'
71	SS52338	GMR_75H10_XA_21	GMR_83D12_AV_01	Female	Brain	20180314_33_F3	20x	2515959150760951906	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS52338	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS52338_Brain_2018_20180314_33_F3_20x	20x-Brain-2515959150760951906	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_33_F3', age: 'Day 1-5'
