index	publishing_name	ad	dbd	gender	area	slide_code	objective	sampleId	tile	age	published_externally	effector	line	objectiveName	mounting_protocol	Reporter Code	JRC Genotype	label	filename	part_of	Template	comment
73	SS52265	BJD_122F02_BB_21	GMR_37H01_AV_01	Female	Brain	20180314_33_G3	20x	2515959151075524706	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS52265	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS52265_Brain_2018_20180314_33_G3_20x	20x-Brain-2515959151075524706	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_33_G3', age: 'Day 1-5'
75	SS04444	GMR_21A07_BB_21	BJD_110B06_AV_01	Female	Brain	20180314_31_A1	20x	2515966260848623714	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS04444	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS04444_Brain_2018_20180314_31_A1_20x	20x-Brain-2515966260848623714	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_31_A1', age: 'Day 1-5'
77	SS04912	GMR_41G11_BB_21	GMR_72G09_AV_01	Female	Brain	20180314_31_B1	20x	2515966261251276898	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS04912	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS04912_Brain_2018_20180314_31_B1_20x	20x-Brain-2515966261251276898	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_31_B1', age: 'Day 1-5'
79	SS27853	GMR_33A12_BB_37	BJD_108B12_AV_01	Female	Brain	20180314_31_D1	20x	2515966261985280098	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS27853	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS27853_Brain_2018_20180314_31_D1_20x	20x-Brain-2515966261985280098	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_31_D1', age: 'Day 1-5'
81	SS27853	GMR_33A12_BB_37	BJD_108B12_AV_01	Female	Brain	20180314_31_D2	20x	2515966262060777570	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS27853	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS27853_Brain_2018_20180314_31_D2_20x	20x-Brain-2515966262060777570	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_31_D2', age: 'Day 1-5'
83	SS46507	BJD_118C01_BB_21	BJD_115B11_AV_01	Female	Brain	20180314_31_E3	20x	2515966262517956706	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS46507	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS46507_Brain_2018_20180314_31_E3_20x	20x-Brain-2515966262517956706	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_31_E3', age: 'Day 1-5'
85	SS46524	BJD_115B11_BB_21	BJD_120E12_AV_01	Female	Brain	20180314_31_F2	20x	2515966262832529506	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS46524	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS46524_Brain_2018_20180314_31_F2_20x	20x-Brain-2515966262832529506	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_31_F2', age: 'Day 1-5'
87	SS46515	BJD_105D12_BB_21	BJD_125B02_AV_01	Female	Brain	20180314_31_G3	20x	2515966263243571298	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS46515	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS46515_Brain_2018_20180314_31_G3_20x	20x-Brain-2515966263243571298	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180314_31_G3', age: 'Day 1-5'
89	SS52578	BJD_110F01_BB_21	BJD_101G02_AV_01	Female	Brain	20180321_31_A1	20x	2518152166888177762	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS52578	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS52578_Brain_2018_20180321_31_A1_20x	20x-Brain-2518152166888177762	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180321_31_A1', age: 'Day 1-5'
91	SS52590	BJD_113B09_BB_21	BJD_100A02_AV_01	Female	Brain	20180321_31_C2	20x	2518152167420854370	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS52590	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS52590_Brain_2018_20180321_31_C2_20x	20x-Brain-2518152167420854370	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180321_31_C2', age: 'Day 1-5'
93	SS53161	BJD_109C02_BB_21	BJD_105F11_AV_01	Female	Brain	20180321_31_D1	20x	2518152167668318306	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS53161	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS53161_Brain_2018_20180321_31_D1_20x	20x-Brain-2518152167668318306	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180321_31_D1', age: 'Day 1-5'
95	SS00090	GMR_19G02_XA_21	GMR_15C03_XD_01	Female	Brain	20180321_31_E1	20x	2518152167991279714	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS00090	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS00090_Brain_2018_20180321_31_E1_20x	20x-Brain-2518152167991279714	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180321_31_E1', age: 'Day 1-5'
97	SS54295	BJD_126F12_BB_21	BJD_107H03_AV_01	Female	Brain	20180320_32_I2	20x	2520709012752695394	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS54295	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS54295_Brain_2018_20180320_32_I2_20x	20x-Brain-2520709012752695394	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180320_32_I2', age: 'Day 1-5'
99	SS50417	BJD_107B07_BB_21	BJD_100A07_AV_01	Female	Brain	20180320_32_A1	20x	2520774950327943266	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS50417	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS50417_Brain_2018_20180320_32_A1_20x	20x-Brain-2520774950327943266	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180320_32_A1', age: 'Day 1-5'
101	SS50417	BJD_107B07_BB_21	BJD_100A07_AV_01	Female	Brain	20180320_32_A3	20x	2520774950827065442	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS50417	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS50417_Brain_2018_20180320_32_A3_20x	20x-Brain-2520774950827065442	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180320_32_A3', age: 'Day 1-5'
103	SS52266	BJD_122F02_BB_21	GMR_38G02_AV_01	Female	Brain	20180320_32_B3	20x	2520774951170998370	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS52266	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS52266_Brain_2018_20180320_32_B3_20x	20x-Brain-2520774951170998370	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180320_32_B3', age: 'Day 1-5'
105	SS52267	BJD_122F02_BB_21	GMR_72C10_AV_01	Female	Brain	20180320_32_C3	20x	2520774951556874338	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS52267	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS52267_Brain_2018_20180320_32_C3_20x	20x-Brain-2520774951556874338	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180320_32_C3', age: 'Day 1-5'
107	SS52347	GMR_92B02_XA_21	GMR_48H01_AV_01	Female	Brain	20180320_32_F1	20x	2520774952508981346	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS52347	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS52347_Brain_2018_20180320_32_F1_20x	20x-Brain-2520774952508981346	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180320_32_F1', age: 'Day 1-5'
109	SS52577	BJD_109C02_BB_21	BJD_126C06_AV_01	Female	Brain	20180320_32_G2	20x	2520774952924217442	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS52577	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS52577_Brain_2018_20180320_32_G2_20x	20x-Brain-2520774952924217442	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180320_32_G2', age: 'Day 1-5'
111	SS52669	GMR_68A10_BB_21	GMR_75H10_XD_01	Female	Brain	20180323_49_D1	20x	2524036018579964002	brain	Day 6-10	1	UAS_Chrimson_Venus_X_0070	JRC_SS52669	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS52669_Brain_2018_20180323_49_D1_20x	20x-Brain-2524036018579964002	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180323_49_D1', age: 'Day 6-10'
113	SS20046	BJD_100A02_BB_21	GMR_21E02_AV_01	Female	Brain	20180323_49_H1	20x	2524036021155266658	brain	Day 6-10	1	UAS_Chrimson_Venus_X_0070	JRC_SS20046	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS20046_Brain_2018_20180323_49_H1_20x	20x-Brain-2524036021155266658	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180323_49_H1', age: 'Day 6-10'
114	SS24258	BJD_114G04_BB_21	GMR_83D12_AV_01	Female	Brain	20180411_33_A3	20x	2525754321178460258	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS24258	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS24258_Brain_2018_20180411_33_A3_20x	20x-Brain-2525754321178460258	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180411_33_A3', age: 'Day 1-5'
116	SS00043	GMR_65B12_XA_21	GMR_30E10_XD_01	Female	Brain	20180411_33_C1	20x	2525754322084429922	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS00043	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS00043_Brain_2018_20180411_33_C1_20x	20x-Brain-2525754322084429922	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180411_33_C1', age: 'Day 1-5'
118	SS00078	GMR_16D01_XA_21	GMR_15E01_AV_01	Female	Brain	20180411_33_D3	20x	2525754322877153378	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS00078	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS00078_Brain_2018_20180411_33_D3_20x	20x-Brain-2525754322877153378	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180411_33_D3', age: 'Day 1-5'
120	SS00098	GMR_19G02_XA_21	GMR_93G12_XD_01	Female	Brain	20180411_33_F3	20x	2525754323980255330	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS00098	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS00098_Brain_2018_20180411_33_F3_20x	20x-Brain-2525754323980255330	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180411_33_F3', age: 'Day 1-5'
122	SS00117	GMR_24A02_XA_21	GMR_18G01_XD_01	Female	Brain	20180411_34_A4	20x	2527200158307844194	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS00117	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS00117_Brain_2018_20180411_34_A4_20x	20x-Brain-2527200158307844194	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180411_34_A4', age: 'Day 1-5'
124	SS00154	GMR_37H01_XA_21	GMR_40A01_XD_01	Female	Brain	20180411_34_B3	20x	2527200158777606242	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS00154	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS00154_Brain_2018_20180411_34_B3_20x	20x-Brain-2527200158777606242	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180411_34_B3', age: 'Day 1-5'
126	SS00159	GMR_37H01_XA_21	GMR_79A12_XD_01	Female	Brain	20180411_34_C1	20x	2527200159142510690	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS00159	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS00159_Brain_2018_20180411_34_C1_20x	20x-Brain-2527200159142510690	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180411_34_C1', age: 'Day 1-5'
128	SS00191	GMR_38G07_XA_21	GMR_37H01_XD_01	Female	Brain	20180411_34_D1	20x	2527200159679381602	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS00191	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS00191_Brain_2018_20180411_34_D1_20x	20x-Brain-2527200159679381602	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180411_34_D1', age: 'Day 1-5'
130	SS00408	GMR_27F02_XA_21	GMR_19G02_XD_01	Female	Brain	20180411_34_E2	20x	2527200160249806946	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS00408	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS00408_Brain_2018_20180411_34_E2_20x	20x-Brain-2527200160249806946	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180411_34_E2', age: 'Day 1-5'
132	SS00425	GMR_65B12_XA_21	GMR_85H06_XD_01	Female	Brain	20180418_31_G2	20x	2530851403744673890	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS00425	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS00425_Brain_2018_20180418_31_G2_20x	20x-Brain-2530851403744673890	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180418_31_G2', age: 'Day 1-5'
134	SS02233	BJD_120E09_BB_21	BJD_125G02_AV_01	Female	Brain	20180511_41_F6	20x	2539607104730169442	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02233	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02233_Brain_2018_20180511_41_F6_20x	20x-Brain-2539607104730169442	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180511_41_F6', age: 'Day 1-5'
136	SS50574	BJD_113B09_BB_21	BJD_114B09_AV_01	Female	Brain	20180511_41_G2	20x	2539607104902135906	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS50574	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS50574_Brain_2018_20180511_41_G2_20x	20x-Brain-2539607104902135906	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180511_41_G2', age: 'Day 1-5'
138	SS53191	GMR_22G07_BB_37	BJD_105F11_AV_01	Female	Brain	20180511_41_I1	20x	2539607105829077090	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS53191	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS53191_Brain_2018_20180511_41_I1_20x	20x-Brain-2539607105829077090	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180511_41_I1', age: 'Day 1-5'
140	SS53185	GMR_11B11_BB_21	BJD_122C03_AV_01	Female	Brain	20180511_41_I3	20x	2539607105996849250	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS53185	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS53185_Brain_2018_20180511_41_I3_20x	20x-Brain-2539607105996849250	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180511_41_I3', age: 'Day 1-5'
141	SS54549	GMR_38B06_XA_21	BJD_126G08_AV_01	Female	Brain	20180523_31_A2	20x	2542063477862695010	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS54549	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS54549_Brain_2018_20180523_31_A2_20x	20x-Brain-2542063477862695010	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180523_31_A2', age: 'Day 1-5'
143	SS02198	BJD_100A02_BB_21	GMR_89F06_AV_01	Female	Brain	20180523_31_B3	20x	2542063478286319714	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	GMR_SS02198	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS02198_Brain_2018_20180523_31_B3_20x	20x-Brain-2542063478286319714	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180523_31_B3', age: 'Day 1-5'
145	SS04773	GMR_28G07_BB_21	BJD_100A02_AV_01	Female	Brain	20180523_31_C2	20x	2542063478701555810	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS04773	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS04773_Brain_2018_20180523_31_C2_20x	20x-Brain-2542063478701555810	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180523_31_C2', age: 'Day 1-5'
147	SS50498	GMR_26C06_XA_21	BJD_122E10_AV_01	Female	Brain	20180523_31_E1	20x	2542063479385227362	brain	Day 1-5	1	UAS_Chrimson_Venus_X_0070	JRC_SS50498	Plan-Apochromat 20x/0.8 M27	DPX PBS Mounting	UAS_Chrimson_Venus_X_0070	20XUAS-CsChrimson-mVenus trafficked in attP18	JRC_SS50498_Brain_2018_20180523_31_E1_20x	20x-Brain-2542063479385227362	female organism|adult brain	JRC2018Unisex_c	tile(s): 'brain', effector genotype: '20XUAS-CsChrimson-mVenus trafficked in attP18', objective: 'Plan-Apochromat 20x/0.8 M27', mounting protocol: 'DPX PBS Mounting', slide_code: '20180523_31_E1', age: 'Day 1-5'
